document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2015-32962,Airworthiness Directives; Technify Motors GmbH Reciprocating Engines,"Transportation Department, Federal Aviation Administration",2016-01-04,,2016-03-04,FAA-2015-5193-0001,0,federalregister
2015-33024,"Crystal River Nuclear Generating Plant, Unit 3; Consideration of Approval of Transfer of License and Conforming Amendment",Nuclear Regulatory Commission,2016-01-04,,2016-02-03,NRC-2011-0024-0004,0,federalregister
2015-32975,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-32965,Agency Information Collection Activities: Proposed Collection; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2016-01-04,,2016-03-04,CMS-2016-0002-0001,0,federalregister
2015-33066,"Notice of Intent To Prepare a Draft Environmental Impact Statement for the Intake Diversion Dam Fish Passage Project, Dawson County, Montana","Defense Department, Engineers Corps, Interior Department, Reclamation Bureau",2016-01-04,,2016-02-18,COE-2016-0001-0001,0,federalregister
2015-33023,Agency Information Collection Activities; Information Collection Extension With Revision; Comment Request; Bank Secrecy Act/Money Laundering Risk Assessment,"Treasury Department, Comptroller of the Currency",2016-01-04,,2016-03-04,,0,federalregister
2015-32981,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-32992,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-33076,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-06,,0,federalregister
2015-33079,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-06,,0,federalregister
2015-32994,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-33078,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-06,,0,federalregister
2015-32997,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-18,,0,federalregister
2015-32978,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-33022,Agency Request for Approval of a New Information Collection: Recruitment and Debriefing of Human Subjects for Head-Up Displays and Distraction Potential,"Transportation Department, National Highway Traffic Safety Administration",2016-01-04,,2016-03-04,NHTSA-2015-0116-0001,0,federalregister
2015-32993,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-32983,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-32963,Airworthiness Directives; Turbomeca S.A. Turboshaft Engines,"Transportation Department, Federal Aviation Administration",2016-01-04,,2016-03-04,FAA-2015-5539-0001,0,federalregister
2015-32888,"Airworthiness Directives; Bombardier, Inc. Airplanes","Transportation Department, Federal Aviation Administration",2016-01-04,,2016-02-18,FAA-2015-8129-0001,1,federalregister
2015-32904,Airworthiness Directives; Fokker Services B.V. Airplanes,"Transportation Department, Federal Aviation Administration",2016-01-04,,2016-02-18,FAA-2015-8137-0001,0,federalregister
2015-33011,"Center for Science in the Public Interest, Natural Resources Defense Council, Center for Food Safety, Consumers Union, Improving Kids' Environment, Center for Environmental Health, Environmental Working Group, Environmental Defense Fund, and James Huff; Filing of Food Additive Petition","Health and Human Services Department, Food and Drug Administration",2016-01-04,,2016-03-04,FDA-2015-F-4317-0001,35,federalregister
2015-32903,Airworthiness Directives; The Boeing Company Airplanes,"Transportation Department, Federal Aviation Administration",2016-01-04,,2016-02-18,FAA-2015-8135-0001,7,federalregister
2015-33027,"Agency Information Collection Activities: Proposed Collection; Comment Request-Regional Office Administered Program (ROAP) Child Nutrition Payment Center (for the National School Lunch, School Breakfast, and Special Milk Programs)","Agriculture Department, Food and Nutrition Service",2016-01-04,,2016-03-04,FNS-2016-0001-0002,1,federalregister
2015-32522,"Klamath National Forest, California; Craggy Vegetation Management Project","Agriculture Department, Forest Service",2016-01-04,,2016-02-03,FS-2016-0020-0001,2,federalregister
2015-32999,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2016-01-04,,2016-01-19,,0,federalregister
2015-32995,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-33081,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-06,,0,federalregister
2015-32984,New Postal Product,Postal Regulatory Commission,2016-01-04,,2016-01-05,,0,federalregister
2015-33133,New Postal Product,Postal Regulatory Commission,2016-01-05,,2016-01-07,,0,federalregister
2015-33159,Membership in the National Parks Overflights Advisory Group Aviation Rulemaking Committee,"Transportation Department, Federal Aviation Administration",2016-01-05,,,FAA-2013-0259-1066,0,federalregister
2015-33152,Proposed Information Collection; Comment Request; Quantitative Assessment of Spatially-Explicit Social Values Relative to Wind Energy Areas: Outer Continental Shelf Offshore North Carolina,"Commerce Department, National Oceanic and Atmospheric Administration",2016-01-05,,2016-03-07,,0,federalregister
2015-33146,Endangered Species Recovery Permit Applications,"Interior Department, Fish and Wildlife Service",2016-01-05,,2016-02-04,,0,federalregister
2015-33148,"Habitat Conservation Plan for the Operation, Repair, Maintenance, and Replacement of State Water Pipeline and Facilities From the Polonio Pass Water Treatment Plant, San Luis Obispo County to Lake Cachuma, Santa Barbara County, California","Interior Department, Fish and Wildlife Service",2016-01-05,,2016-02-04,,0,federalregister
2015-33143,"Proposed Collection, Comment Request","Labor Department, Labor Statistics Bureau",2016-01-05,,2016-03-07,,0,federalregister
2015-33131,Agency Information Collection Activities; Proposed Collection Renewal; Comment Request (3064-0114),Federal Deposit Insurance Corporation,2016-01-05,,2016-03-07,FDIC-2016-0001-0001,0,federalregister
2015-33127,Agency Information Collection Activities: Proposed Collection; Comment Request; Draft Guidance for Industry and Review Staff on Target Product Profile-A Strategic Development Process Tool,"Health and Human Services Department, Food and Drug Administration",2016-01-05,,2016-03-07,FDA-2007-D-0256-0019,6,federalregister
2015-33090,Dividend Equivalents From Sources Within the United States; Hearing Cancellation,"Treasury Department, Internal Revenue Service",2016-01-05,,,,0,federalregister
2015-33167,"Anchorage Regulations, Delaware River; Philadelphia, PA","Homeland Security Department, Coast Guard",2016-01-05,,2016-02-04,USCG-2015-0825-0001,1,federalregister
2015-33156,Endangered and Threatened Wildlife and Plants; Proposed Endangered Status for Five Species From American Samoa,"Interior Department, Fish and Wildlife Service",2016-01-05,,,,0,federalregister
2015-33260,Biweekly Notice; Applications and Amendments to Facility Operating Licenses and Combined Licenses Involving No Significant Hazards Considerations,Nuclear Regulatory Commission,2016-01-05,,2016-02-04,NRC-2015-0288-0001,1,federalregister
2015-32363,Applications and Amendments to Facility Operating Licenses and Combined Licenses Involving Proposed No Significant Hazards Considerations and Containing Sensitive Unclassified Non-Safeguards Information and Order Imposing Procedures for Access to Sensitive Unclassified Non-Safeguards Information,Nuclear Regulatory Commission,2016-01-05,,2016-02-04,NRC-2015-0277-0001,0,federalregister
2015-33132,New Postal Product,Postal Regulatory Commission,2016-01-05,,2016-01-07,,0,federalregister
2015-33136,Commercial Driver's License Standards: Application for Exemption; CRST Expedited (CRST),"Transportation Department, Federal Motor Carrier Safety Administration",2016-01-05,,2016-02-04,FMCSA-2015-0480-0001,52,federalregister
2015-33134,Notice and Request for Comments,"Transportation Department, National Highway Traffic Safety Administration",2016-01-05,,2016-02-04,NHTSA-2015-0051-0002,1,federalregister
2015-33052,"Copayments for Medications Beginning January 1, 2017",Veterans Affairs Department,2016-01-05,,2016-03-07,VA-2016-VHA-0003-0001,10,federalregister
2015-32756,Improvements to Benchmarks and Related Requirements Governing Hearing Aid-Compatible Mobile Handsets,Federal Communications Commission,2016-01-05,,2016-01-14,FCC-2016-0001-0002,0,federalregister
2015-33106,"Fisheries Off West Coast States; Comprehensive Ecosystem-Based Amendment 1; Amendments to the Fishery Management Plans for Coastal Pelagic Species, Pacific Coast Groundfish, U.S. West Coast Highly Migratory Species, and Pacific Coast Salmon","Commerce Department, National Oceanic and Atmospheric Administration",2016-01-05,,2016-02-09,NOAA-NMFS-2015-0123-0002,53,federalregister
2015-33205,Submission for OMB Review; Comment Request,"Agriculture Department, Risk Management Agency",2016-01-05,,2016-02-04,RMA_FRDOC_0001-0012,1,federalregister
2015-33125,Proposed Agency Information Collection,"Energy Department, Federal Energy Regulatory Commission",2016-01-05,,2016-03-07,FERC-2016-0012-0001,0,federalregister
2015-33179,Notice of Receipt of Requests To Voluntarily Cancel Pesticide Registrations and Amend Registrations To Terminate Certain Uses,Environmental Protection Agency,2016-01-05,,2016-02-04,EPA-HQ-OPP-2015-0741-0001,0,federalregister
2015-33142,"Proposed Collection, Comment Request","Labor Department, Labor Statistics Bureau",2016-01-05,,2016-03-07,,0,federalregister
2015-33014,Airworthiness Directives; Airbus Helicopters,"Transportation Department, Federal Aviation Administration",2016-01-05,,2016-03-07,FAA-2015-3883-0001,1,federalregister
2015-33150,Nondiscrimination on the Basis of Disability in Air Travel; Consideration of Negotiated Rulemaking Process,Transportation Department,2016-01-05,,2016-01-21,DOT-OST-2015-0246-0029,45,federalregister
2015-33287,"Determining Which Structures, Systems, Components and Functions are Important to Safety",Nuclear Regulatory Commission,2016-01-06,,2016-03-21,NRC-2015-0213-0005,11,federalregister
2015-33279,"List of Approved Spent Fuel Storage Casks: Holtec International HI-STORM 100 Cask System; Amendment No. 9, Revision 1",Nuclear Regulatory Commission,2016-01-06,,2016-02-05,NRC-2015-0156-0001,0,federalregister
2015-32473,Endangered and Threatened Wildlife and Plants; 12-Month Finding on a Petition To List the Alexander Archipelago Wolf as an Endangered or Threatened Species,"Interior Department, Fish and Wildlife Service",2016-01-06,,,,0,federalregister
2015-33182,Endangered Species; File No. 19716,"Commerce Department, National Oceanic and Atmospheric Administration",2016-01-06,,2016-02-05,,0,federalregister
2015-33192,FY 2015 Annual Compliance Report,Postal Regulatory Commission,2016-01-06,,2016-02-02,,0,federalregister
2015-33315,Funding Availability for Small Shipyard Grant Program; Application Deadline,"Transportation Department, Maritime Administration",2016-01-06,,2015-12-16,MARAD-2013-0011-0032,1,federalregister
2015-33276,Proposed Collection; Comment Request for Notice 2009-52,"Treasury Department, Internal Revenue Service",2016-01-06,,2016-03-07,,0,federalregister
2015-33193,Public Hearing,Susquehanna River Basin Commission,2016-01-06,,2016-02-15,SRBC-2016-0001-0001,0,federalregister
2015-33259,"Petition for Exemption; Summary of Petition Received; Daedalus Drone Services, LLC","Transportation Department, Federal Aviation Administration",2016-01-06,,2016-01-26,FAA-2015-3273-0002,4,federalregister
2015-33185,60-Day Notice of Proposed Information Collection: Public Housing Operating Fund Program: Operating Budget and Related Form,Housing and Urban Development Department,2016-01-06,,2016-03-07,,0,federalregister
2015-33298,Registration Review; Draft Human Health and Ecological Risk Assessments; Notice of Availability,Environmental Protection Agency,2016-01-06,,2016-03-07,EPA-HQ-OPP-2010-0098-0017,2,federalregister
2015-33295,"Proposed Information Collection Request; Comment Request; Title I of the Marine Protection, Research, and Sanctuaries Act",Environmental Protection Agency,2016-01-06,,2016-03-07,EPA-HQ-OW-2015-0613-0001,0,federalregister
2015-33240,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2016-01-06,,2016-03-07,FCC-2016-0004-0001,0,federalregister
2015-33053,Supplemental Nutrition Assistance Program (SNAP) Photo Electronic Benefit Transfer (EBT) Card Implementation Requirements,"Agriculture Department, Food and Nutrition Service",2016-01-06,,2016-03-07,FNS-2016-0003-0001,84,federalregister
2015-33291,Approval and Promulgation of State Plans for Designated Facilities and Pollutants; Nebraska; Sewage Sludge Incinerators,Environmental Protection Agency,2016-01-06,,2016-02-05,EPA-R07-OAR-2015-0733-0001,0,federalregister
2015-33174,National Pollutant Discharge Elimination System (NPDES) Municipal Separate Storm Sewer System General Permit Remand,Environmental Protection Agency,2016-01-06,,2016-03-21,EPA-HQ-OW-2015-0671-0001,81,federalregister
2015-33273,Information Collection; Fire & Aviation Management Medical Qualifications Program,"Agriculture Department, Forest Service",2016-01-06,,2015-03-09,FS-2016-0006-0002,0,federalregister
2015-33190,Loan Guaranty: Specially Adapted Housing Assistive Technology Grant Program,Veterans Affairs Department,2016-01-06,,2016-02-29,VA-2016-VACO-0002-0001,0,federalregister
2015-33187,60-Day Notice of Proposed Information Collection: Indian Housing Block Grant (IHBG) Program Reporting,Housing and Urban Development Department,2016-01-06,,2016-03-07,,0,federalregister
2015-33186,60-Day Notice of Proposed Information Collection: Public Housing Operating Subsidy-Appeals,Housing and Urban Development Department,2016-01-06,,2016-03-07,,0,federalregister
2015-33238,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2016-01-06,,2016-03-07,FCC-2016-0005-0001,0,federalregister
2015-33239,Information Collections Being Submitted for Review and Approval to the Office of Management and Budget,Federal Communications Commission,2016-01-06,,2016-02-05,FCC-2016-0003-0001,0,federalregister
2015-33294,Privacy Act of 1974; Systems of Records,Pension Benefit Guaranty Corporation,2016-01-06,,2016-02-05,PBGC_FRDOC_0001-0318,0,federalregister
2016-00077,Notice of Availability of Draft Guidelines for Human Exposure Assessment,Environmental Protection Agency,2016-01-07,,2016-02-22,EPA-HQ-ORD-2015-0684-0001,23564,federalregister
2016-00028,"ArcLight Energy Partners Fund VI, L.P.; Analysis To Aid Public Comment",Federal Trade Commission,2016-01-07,,2016-01-27,FTC-2016-0003-0001,0,federalregister
2016-00033,Agency Information Collection Activities; Proposed Collection: Comment Request,Federal Trade Commission,2016-01-07,,2016-03-07,FTC-2016-0005-0001,5,federalregister
2016-00058,Agency Information Collection Activities Under OMB Review,Commodity Futures Trading Commission,2016-01-07,,2016-02-08,CFTC-2016-0002-0001,0,federalregister
2016-00044,Establishing the Form and Manner With Which Security-Based Swap Data Repositories Must Make Security-Based Swap Data Available to the Commission; Correction,Securities and Exchange Commission,2016-01-07,,,,0,federalregister
2016-00065,Streamlining Regulations for Good Manufacturing Practices for Hearing Aids; Public Workshop; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2016-01-07,,2016-05-19,FDA-2015-N-4602-0001,98,federalregister
2016-00066,Regulatory Requirements for Hearing Aid Devices and Personal Sound Amplification Products; Draft Guidance for Industry and Food and Drug Administration Staff; Reopening of the Comment Period,"Health and Human Services Department, Food and Drug Administration",2016-01-07,,,FDA-2013-D-1295-0048,49,federalregister
2016-00082,"Agency Information Collection Activities: Application for Travel Document, Form I-131; Revision of a Currently Approved Collection","Homeland Security Department, U.S. Citizenship and Immigration Services",2016-01-07,,2016-03-07,USCIS-2007-0045-0043,6,federalregister
2016-00016,"Notice of Realty Action: Competitive Sale of 39 Parcels of Public Land in Clark County, NV","Interior Department, Land Management Bureau",2016-01-07,,2016-02-22,,0,federalregister
2016-00002,"Notice of Public Meeting, North Slope Science Initiative-Science Technical Advisory Panel","Interior Department, Land Management Bureau",2016-01-07,,2016-02-08,,0,federalregister
2016-00067,"Notice of Inventory Completion: U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00047,Community Development Financial Institutions Fund,Treasury Department,2016-01-07,,2016-03-04,,0,federalregister
2016-00064,Notice of Availability of a Draft Environmental Impact Statement for the Reconfiguration of VA Black Hills Health Care System; Comment Period Extension,Veterans Affairs Department,2016-01-07,,2016-02-05,VA-2016-VACO-0001-0001,0,federalregister
2016-00030,Notice of Permit Applications Received Under the Antarctic Conservation Act of 1978,National Science Foundation,2016-01-07,,2016-02-08,NSF_FRDOC_0001-1641,0,federalregister
2016-00049,New Postal Product,Postal Regulatory Commission,2016-01-07,,2016-01-07,,0,federalregister
2016-00050,New Postal Product,Postal Regulatory Commission,2016-01-07,,2016-01-07,,0,federalregister
2016-00052,"Notice of Inventory Completion: The American Museum of Natural History, New York, NY","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00057,"Notice of Inventory Completion: Peabody Museum of Natural History, Yale University, New Haven, CT","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00056,"Notice of Inventory Completion: Department of Anthropology at Indiana University, Bloomington, IN","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00072,"Notice of Inventory Completion: Tennessee Valley Authority, Knoxville, TN","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00063,"Notice of Inventory Completion: Department of Anthropology at Indiana University, Bloomington, IN","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00076,"Notice of Inventory Completion: Thomas Burke Memorial Washington State Museum, University of Washington, Seattle, WA, and Washington State Parks and Recreation Commission, Olympia, WA","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00069,"Notice of Inventory Completion: Shiloh Museum of Ozark History, Springdale, AR","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00070,"Notice of Inventory Completion: History Colorado (Formerly Colorado Historical Society), Denver, CO","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00074,"Notice of Inventory Completion: State Historical Society of North Dakota, Bismarck, ND","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00008,Agency Information Collection Activities; Comment Request; Private School Universe Survey (PSS) June 2016-May 2019,Education Department,2016-01-07,,2016-03-07,ED-2016-ICCD-0001-0001,0,federalregister
2016-00038,Rangers Renal Holdings LP; Analysis To Aid Public Comment,Federal Trade Commission,2016-01-07,,2016-01-29,FTC-2016-0004-0001,0,federalregister
2016-00051,New Postal Product,Postal Regulatory Commission,2016-01-07,,2016-01-07,,0,federalregister
2016-00032,Endangered Species; Marine Mammals; Receipt of Applications for Permit,"Interior Department, Fish and Wildlife Service",2016-01-07,,2016-02-08,FWS-HQ-IA-2015-0181-0001,0,federalregister
2016-00015,Notice of Proposed Withdrawal Extension and Notice of Public Meeting; Montana,"Interior Department, Land Management Bureau",2016-01-07,,2016-04-06,,0,federalregister
2016-00043,30-Day Notice of Proposed Information Collection: Electronic Application for Immigration Visa and Alien Registration,State Department,2016-01-07,,2016-02-08,,0,federalregister
2016-00048,"Preparation of an Environmental Impact Statement on NJ Transitgrid Traction Power System in Hudson County, New Jersey","Transportation Department, Federal Transit Administration",2016-01-07,,2016-02-29,FTA-2013-0016-0123,1,federalregister
2016-00053,"Notice of Inventory Completion for Native American Human Remains and Associated Funerary Objects From Bernalillo, Cibola, and Socorro Counties, NM in the Control of the Cibola National Forest, United States Forest Service, Albuquerque, NM; Correction","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00073,"Notice of Inventory Completion: University of Oregon Museum of Natural and Cultural History, Eugene, OR","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00055,"Notice of Inventory Completion: University of Hawaii at Hilo, Hilo, HI","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00062,"Notice of Inventory Completion: U.S. Department of Agriculture, United States Forest Service, White River National Forest, Glenwood Springs, CO","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2016-00061,"Notice of Inventory Completion: Peabody Museum of Natural History, Yale University, New Haven, CT","Interior Department, National Park Service",2016-01-07,,2016-02-08,,0,federalregister
2015-33272,30-Day Notice of Request for Renewal of a Previously Approved Collection,Transportation Department,2016-01-08,,2016-02-08,DOT-OST-2015-0211-0002,0,federalregister
2015-33169,Notice of Intent To Review Monitor National Marine Sanctuary Boundary,"Commerce Department, National Oceanic and Atmospheric Administration",2016-01-08,,2016-03-18,NOAA-NOS-2015-0165-0204,15,federalregister
2015-33147,"Federal Travel Regulation; Updating the Incidental Expenses Definition and the Laundry, Cleaning, and Pressing of Clothing Policy",General Services Administration,2016-01-08,,2016-03-08,,0,federalregister
2015-32645,"Endangered and Threatened Wildlife and Plants; 12-Month Finding on a Petition To Downlist the West Indian Manatee, and Proposed Rule To Reclassify the West Indian Manatee as Threatened","Interior Department, Fish and Wildlife Service",2016-01-08,,2015-04-08,FWS-R4-ES-2015-0178-0001,22606,federalregister
2016-00159,30-Day Notice of Application for New Information Collection Request,Transportation Department,2016-01-08,,2016-02-08,DOT-OST-2015-0153-0002,0,federalregister
2016-00185,Native American Housing Assistance and Self-Determination Act of 1996: Negotiated Rulemaking Committee; Notice of Eighth Meeting,Housing and Urban Development Department,2016-01-08,,,,0,federalregister
2016-00101,National Register of Historic Places; Notification of Pending Nominations and Related Actions,"Interior Department, National Park Service",2016-01-08,,2016-01-25,,0,federalregister
2016-00174,Notice and Request for Comments,"Transportation Department, Surface Transportation Board",2016-01-08,,2016-02-08,STB-2016-0004-0001,0,federalregister
2016-00164,Office of the Assistant Secretary for Veterans' Employment and Training (OASVET); Agency Information Collection Activities; Comment Request; VETS' Competitive Grant Programs Reporting,Labor Department,2016-01-08,,2016-03-08,DOL_FRDOC_0001-0661,0,federalregister
2016-00173,Tribal Declarations Pilot Guidance,"Homeland Security Department, Federal Emergency Management Agency",2016-01-08,,2016-04-07,FEMA-2013-0006-0063,15,federalregister
2016-00154,Extension of Agency Information Collection Activity Under OMB Review: Office of Law Enforcement/Federal Air Marshal Service Mental Health Certification,"Homeland Security Department, Transportation Security Administration",2016-01-08,,2016-02-08,TSA-2013-0001-0058,0,federalregister
2016-00155,Extension of Agency Information Collection Activity Under OMB Review: TSA Airspace Waiver Program,"Homeland Security Department, Transportation Security Administration",2016-01-08,,2016-02-08,TSA-2013-0001-0059,0,federalregister
2016-00134,New Postal Product,Postal Regulatory Commission,2016-01-08,,2016-01-11,,0,federalregister
2016-00129,New Postal Product,Postal Regulatory Commission,2016-01-08,,2016-01-11,,0,federalregister
2016-00131,New Postal Product,Postal Regulatory Commission,2016-01-08,,2016-01-11,,0,federalregister
2016-00093,New Postal Product,Postal Regulatory Commission,2016-01-08,,2016-01-11,,0,federalregister
2016-00135,Pipeline Safety: Notice of Liquid Pipeline Advisory Committee Meeting,"Transportation Department, Pipeline and Hazardous Materials Safety Administration",2016-01-08,,,,0,federalregister
2016-00021,"Non-Subsistence Take of Wildlife, and Public Participation and Closure Procedures, on National Wildlife Refuges in Alaska","Interior Department, Fish and Wildlife Service",2016-01-08,,,,0,federalregister
2016-00150,Fisheries of the Exclusive Economic Zone Off Alaska; Bycatch Management in the Bering Sea Pollock Fishery,"Commerce Department, National Oceanic and Atmospheric Administration",2016-01-08,,2016-03-08,NOAA-NMFS-2015-0081-0001,12,federalregister
2016-00075,"Proposed Information Collection (Voice of Veteran Surveys, Generic Clearance for the Collection of Qualitative Feedback on Agency Service Delivery (National Cemetery Administration, Veterans Benefits Affairs, Veterans Health Administration), Survey of Veteran Enrollees' Health and Reliance Upon VA, Bereaved Family Member Satisfaction Survey, Nation-Wide Customer Satisfaction Surveys (Survey of Healthcare Experiences of Patients), Veterans Health Benefits Handbook Satisfaction Survey, Veterans Transportation Service Data Collection, Center for Verification and Evaluation Site Inspections, Post Engagement, Awards & Return on Investment, Center for Verification and Evaluation Verification Survey) Activity: Comment Request",Veterans Affairs Department,2016-01-08,,2016-03-08,VA-2016-VACO-0001-0002,1,federalregister
2016-00189,Substantiation Requirement for Certain Contributions; Withdrawal,"Treasury Department, Internal Revenue Service",2016-01-08,,,,0,federalregister
2016-00137,Information Collection Activities: Proposed Collection; Comment Request,National Science Foundation,2016-01-08,,2016-03-08,NSF_FRDOC_0001-1642,0,federalregister
2016-00085,Notice of Permit Applications Received Under the Antarctic Conservation Act of 1978,National Science Foundation,2016-01-08,,2016-02-08,NSF_FRDOC_0001-1643,0,federalregister
2016-00132,New Postal Product,Postal Regulatory Commission,2016-01-08,,2016-01-11,,0,federalregister
2016-00109,"Notice of Proposed Renewal of Information Collection: OMB Control Number 1035-0003, Application to Withdraw Tribal Funds From Trust Status","Interior Department, Special Trustee for American Indians Office",2016-01-08,,2016-02-08,,0,federalregister
2016-00170,Request for Information; Comment Request; Department of Labor Research and Evaluation Plan for 2016,Labor Department,2016-01-08,,2016-02-08,,0,federalregister
2016-00168,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Agreement Approval Process for Use of Functional Affirmative Action Programs,Labor Department,2016-01-08,,2016-02-08,DOL_FRDOC_0001-0663,0,federalregister
2016-00175,Intent To Request Renewal From OMB of One Current Public Collection of Information: Enhanced Security Procedures at Ronald Reagan Washington National Airport,"Homeland Security Department, Transportation Security Administration",2016-01-08,,2016-03-08,TSA-2013-0001-0057,0,federalregister
2016-00130,New Postal Product,Postal Regulatory Commission,2016-01-08,,2016-01-11,,0,federalregister
2016-00133,New Postal Product,Postal Regulatory Commission,2016-01-08,,2016-01-11,,0,federalregister
2016-00156,National Vaccine Injury Compensation Program: Revisions to the Vaccine Injury Table,Health and Human Services Department,2016-01-08,,,HHS-OS-2022-0008-0468,0,federalregister
2016-00022,"Non-Subsistence Take of Wildlife, and Public Participation and Closure Procedures, on National Wildlife Refuges in Alaska","Interior Department, Fish and Wildlife Service",2016-01-08,,2016-03-08,FWS-R7-NWRS-2014-0005-0001,3011,federalregister
2016-00160,The Scotts Co. and Monsanto Co.; Availability of Petition for Determination of Nonregulated Status of Creeping Bentgrass Genetically Engineered for Resistance to Glyphosate,"Agriculture Department, Animal and Plant Health Inspection Service",2016-01-08,,2016-03-08,APHIS-2015-0096-0001,169,federalregister
2016-00138,Agency Information Collection Activities; Comment Request; Loan Cancellation in the Federal Perkins Loan Program,Education Department,2016-01-08,,2016-03-08,,0,federalregister
